id,peso,entrada_espanol,forma_espanol,tipo_abreviado,tipo_palabra,traduccion_tsotsil,uso_o_ejemplo,region_abreviada,region,vease,nota_parentesis,transcripcion_original
2267,112,quebrantahueso,,m,sustantivo masculino,vacos,,,,,,quebrantahueso m vacos vacos
2268,112,quebrar,lo quiebra,vt,verbo transitivo,ta svoc!,"La niña se resbaló y se quebró el cántaro. Li tscube ijaxpluj, la svoc! li sqluibe. quiebra maíz ta sjavulan ixim, ta svoch! ixim. Solamente quiebra el mi muelas. Ja! nolox xajavulan li ixime; mu xanoy. quedarse: se queda yr ta xcom. Se quedó en casa de su abuelita; ya no se quiso ir con su hermana. Icom ta sna syaya, mo! xa sclan xbat schiluc svix",,,,,"quebrar: lo quiebra vt ta svoc!. La ta svoc!. La niña se resbaló y se quebró el cántaro. Li tscube ijaxpluj, la svoc! li sqluibe. quiebra maíz ta sjavulan ixim, ta svoch! ixim. Solamente quiebra el mi muelas. Ja! nolox xajavulan li ixime; mu xanoy. quedarse: se queda yr ta xcom. Se quedó en casa de su abuelita; ya no se quiso ir con su hermana. Icom ta sna syaya, mo! xa sclan xbat schiluc svix."
2269,112,quedito,,adj,adjetivo,ctun. Habla quedito para que el niño no se despierte. C!un xactopoj acto mu xjulav o li unene.,,,,,,quedito adj ctun. Habla quedito ctun. Habla quedito para que el niño no se despierte. C!un xactopoj acto mu xjulav o li unene.
2270,112,quejarse,se queja,vr,verbo reflexivo,"xlo!lun, xvulvun",El enfermo se quejaba por no poder comer chile. Li jchamele mec xlo!lun o ta scoj ti mu xu! stil ich yulun chac sti! yali,,,,,"quejarse: se queja vr xlo!lun, xlo!lun, xvulvun. El enfermo se quejaba por no poder comer chile. Li jchamele mec xlo!lun o ta scoj ti mu xu! stil ich yulun chac sti! yali."
2271,112,quemada,,f,sustantivo femenino,"c!aq!uel, claquet",Se le infectó la quemada que tenía en la mano. cta! li claqluel li ta sctobe,,,,,"quemada f c!aq!uel, claquet. Se le c!aq!uel, claquet. Se le infectó la quemada que tenía en la mano. cta! li claqluel li ta sctobe."
2272,112,quemar,lo quema,vr,verbo reflexivo,ta schic!,,,,,,quemar: lo quema vr ta schic! ta schic!
2273,112,querer,lo quiere,vr,verbo reflexivo,1. ta sclan,Juan quiere mucho a sus hijos. Toj lec ta sclanan snich'on li Juane. 2. chac. Quiero comprar otro sombrero. Chac jman yan jpixol,,,,,querer: lo quiere vr 1. ta sclan. 1. ta sclan. Juan quiere mucho a sus hijos. Toj lec ta sclanan snich'on li Juane. 2. chac. Quiero comprar otro sombrero. Chac jman yan jpixol.
2274,112,quien,,pron,pronombre,buchtu,No sabemos quien dejó olvidado el machete. Mu jna!tic buch'u ich'ay xa!i comel smachita. Ch/en bochlo Zin much'u,Zin,Zinacantán,,,quien pron buchtu. No sabemos buchtu. No sabemos quien dejó olvidado el machete. Mu jna!tic buch'u ich'ay xa!i comel smachita. Ch/en bochlo Zin much'u
2275,112,quienquiera,,pron,pronombre,"buch'u junucal, buch'uuc noox. Quienquiere que sea, recibirá un castigo por haber roto la banca de la escuela. Buch'uuc no!ox li la sctas li chotlebal sventa chanob-june, ta xich! casticó. Ch!en bochto junucal.",,Ch'en,Chenalhó,,,"quienquiera pron buch'u junucal, buch'u junucal, buch'uuc noox. Quienquiere que sea, recibirá un castigo por haber roto la banca de la escuela. Buch'uuc no!ox li la sctas li chotlebal sventa chanob-june, ta xich! casticó. Ch!en bochto junucal."
2276,113,quieto,,adj,adjetivo,1. chtanxi,Este niño es muy quieto; no es ruidoso como los demás. Li querem li'i toj lec ch'anxi; mu bu toj toyol xc!opoj jech chac clu cha'al li yane. 2. tstijil (cuando no hay ruido),,,,cuando no hay ruido,quieto adj 1. chtanxi. Este niño es 1. chtanxi. Este niño es muy quieto; no es ruidoso como los demás. Li querem li'i toj lec ch'anxi; mu bu toj toyol xc!opoj jech chac clu cha'al li yane. 2. tstijil (cuando no hay ruido)
2277,113,quijada,,f,sustantivo femenino,colomil,"Se golpeó en la quijada y le salió sangre de la boca. Ismaj scolom, iloc! schtich!el ye",,,,,"quijada f colomil. Se golpeó en la colomil. Se golpeó en la quijada y le salió sangre de la boca. Ismaj scolom, iloc! schtich!el ye."
2278,113,quitar,lo quita,vr,verbo reflexivo,"ta sloq!ues, ta spoj, ta sqluej. Quita la leña de la puerta porque la niña no puede entrar. Log!ueso li si! ta ti'nae yulun mu xu! xtoch o li bigluit tseube.",,,,,,"quitar: lo quita vr ta sloq!ues, ta ta sloq!ues, ta spoj, ta sqluej. Quita la leña de la puerta porque la niña no puede entrar. Log!ueso li si! ta ti'nae yulun mu xu! xtoch o li bigluit tseube."
2279,113,"quizá, quizás",,adv,adverbio,"nan, van. Quizá venga hoy mi tío; hace mucho que no nos visita. Ta nan xtal avi li juntote yuun oy xa sctactalil mu xa bu xjul sjulalanutic.",,,,,,"quizá, quizás adv nan, van. Quizá nan, van. Quizá venga hoy mi tío; hace mucho que no nos visita. Ta nan xtal avi li juntote yuun oy xa sctactalil mu xa bu xjul sjulalanutic."
2280,113,rábano,,m,sustantivo masculino,"alavanux Cham, Ch/en alvanux",,Cham,Chamula,,,"rábano m alavanux Cham, Ch/en alavanux Cham, Ch/en alvanux"
2281,113,rabia,,f,sustantivo femenino,"joviel Cham, Ixt jovil Ch'en vovijem",,Cham; Ch'en; Ixt,Chamula; Chenalhó; Ixtapa,,,"rabia f joviel Cham, Ixt jovil Ch'en joviel Cham, Ixt jovil Ch'en vovijem"
2282,113,rabo,,m,sustantivo masculino,"ncil, sne",,,,,,"rabo m ncil, sne ncil, sne"
2283,113,rabón,,adj,adjetivo,"mu'yuc sne, cutin, moc chac",Este perro rabón se ve muy feo sin rabo. Li tsti! lili toj chopol ti jech mulyuc snee. Cham moquix Ixí motlix,Cham,Chamula,,,"rabón adj mu'yuc sne, cutin, moc mu'yuc sne, cutin, moc chac. Este perro rabón se ve muy feo sin rabo. Li tsti! lili toj chopol ti jech mulyuc snee. Cham moquix Ixí motlix"
2284,113,racimo,,m,sustantivo masculino,jpoj,Este racimo de plátanos pesa tres kilos. Li jpoj lo'bol liti oxib kilo yalal. Cham jboj Ixt jchoj,Cham; Ixt,Chamula; Ixtapa,,,racimo m jpoj. Este racimo de jpoj. Este racimo de plátanos pesa tres kilos. Li jpoj lo'bol liti oxib kilo yalal. Cham jboj Ixt jchoj
2285,113,raer,lo rae,vt,verbo transitivo,ta sjux,Con este cuchillo puedes raer la piel del armadillo. Schituc li cuchilu li'i xu! xajuxbe o li spat li jlibe,,,,,raer: lo rae ví ta sjux. Con este ta sjux. Con este cuchillo puedes raer la piel del armadillo. Schituc li cuchilu li'i xu! xajuxbe o li spat li jlibe.
2286,113,raíz,,f,sustantivo femenino,"yibel, yisim p.ej. de cebolla. raspar",La yuca y el camote son raíces comestibles. Li tslintete schiluc li isaqlue ja! yibel li stac! lo!beele,,,,,"raíz f yibel, yisim p.ej. de cebolla. yibel, yisim p.ej. de cebolla. raspar La yuca y el camote son raíces comestibles. Li tslintete schiluc li isaqlue ja! yibel li stac! lo!beele."
2287,113,lo raja,,vr,verbo reflexivo,"ta sjav; ta stlox. papaya y dale un pedazo a cada uno de los niños. Javo li papayae, aclanbo jujusettuc li unetique.",,,,,,"lo raja vr ta sjav; ta stlox. ta sjav; ta stlox. papaya y dale un pedazo a cada uno de los niños. Javo li papayae, aclanbo jujusettuc li unetique."
2288,113,ralo,,adj,adjetivo,"chajal, joy",Esta tela es muy corriente; es de tejido muy ralo. Li poc! li'i matuc toyol stojol yutun li sjalbenale toj chajal,,,,,"ralo adj chajal, joy. Esta tela es chajal, joy. Esta tela es muy corriente; es de tejido muy ralo. Li poc! li'i matuc toyol stojol yutun li sjalbenale toj chajal."
2289,113,rama,,f,sustantivo femenino,clob tel. Escoge una rama 'o gruesa que pueda servir para leña. T'ujo junuc yijil clob te! bu xtun sventa sil.,,,,,,rama f clob tel. Escoge una rama clob tel. Escoge una rama 'o gruesa que pueda servir para leña. T'ujo junuc yijil clob te! bu xtun sventa sil.
2290,113,ramada,,f,sustantivo femenino,"yaxna, axna. En tiempo de invierno construimos una ramada. Ta yora qluepelale ta jvalancutic ip'ej yaxna. Cham axinajebal, axibai-na, sucte! na Zin sucbil yanal te!",,Cham; Zin,Chamula; Zinacantán,,,"ramada f yaxna, axna. En tiempo de yaxna, axna. En tiempo de invierno construimos una ramada. Ta yora qluepelale ta jvalancutic ip'ej yaxna. Cham axinajebal, axibai-na, sucte! na Zin sucbil yanal te!"
2291,113,rana,,f,sustantivo femenino,"jenjen, xchtuch!. De noche se oye el croar de las ranas en el río. Ta ac'ubaltic chca'itic chjenu!aj li jenjen li ta uctume. Jxt chtuch!",,,,,,"rana f jenjen, xchtuch!. De noche se jenjen, xchtuch!. De noche se oye el croar de las ranas en el río. Ta ac'ubaltic chca'itic chjenu!aj li jenjen li ta uctume. Jxt chtuch!"
2292,113,rancio,,adj,adjetivo,xin,"La manteca está cia; se echó a perder con el calor. Li manticate toj xin xa, jech no!ox ichlay yulun ¡soc ta clactal",,,,,"rancio adj xin. La manteca está xin. La manteca está cia; se echó a perder con el calor. Li manticate toj xin xa, jech no!ox ichlay yulun ¡soc ta clactal."
2293,113,rancho,,m,sustantivo masculino,rancho Cham asento Jxt ranchu Zin asiento,,Cham; Zin,Chamula; Zinacantán,,,rancho m rancho Cham asento Jxt rancho Cham asento Jxt ranchu Zin asiento
2294,113,ranura,,f,sustantivo femenino,"stlajemal c!alna, t'ajemal",Las cucarachas ponen huevos en las ranuras de la pared. Li ta stlajemal c!alnae tey chtoninic li maco!e,,,,,"ranura f stlajemal c!alna, t'ajemal. stlajemal c!alna, t'ajemal. Las cucarachas ponen huevos en las ranuras de la pared. Li ta stlajemal c!alnae tey chtoninic li maco!e."
2295,113,rápidamente,,adv,adverbio,ta anil,,,,,,rápidamente adv ta anil ta anil
2296,113,rápido,,adj,adjetivo,anil rascar: lo rasca v£ ta sjot!,El perro rasca la tierra con sus patas. Li tslite ta sjot! balumil ta yichtac,,,,,rápido adj anil anil rascar: lo rasca v£ ta sjot!. El perro rasca la tierra con sus patas. Li tslite ta sjot! balumil ta yichtac.
2297,113,gar,lo rasga,vr,verbo reflexivo,"ta sjat, ta sje!",Me rasgué el vestido con el alambre de púas. La jat jtsec ta schlixal alampre. /xt ta schtac,,,,,"gar: lo rasga vr ta sjat, ta sje!. ta sjat, ta sje!. Me rasgué el vestido con el alambre de púas. La jat jtsec ta schlixal alampre. /xt ta schtac"
2298,113,rasguñar,lo rasguña,vr,verbo reflexivo,ta sjot!,El gato le rasguñó la cara al niño. Li bolomal-nae la sjot'be sat li unene,,,,,rasguñar: lo rasguña vr ta sjot!. El ta sjot!. El gato le rasguñó la cara al niño. Li bolomal-nae la sjot'be sat li unene.
2299,113,raspar,lo raspa,vt,verbo transitivo,ta sjos,Me caí rastrear pero no me lastimé mucho; nada más me raspé la rodilla. Lijach' pero mo! xiyaij mas; ja! notox la jos sjol cacan. Cham ta salbun Ch/en ta sjosoltaj,Cham,Chamula,,,raspar: lo raspa vt ta sjos. Me caí ta sjos. Me caí rastrear pero no me lastimé mucho; nada más me raspé la rodilla. Lijach' pero mo! xiyaij mas; ja! notox la jos sjol cacan. Cham ta salbun Ch/en ta sjosoltaj
2300,114,rastrear,lo rastrea,vt,verbo transitivo,ta sttunbe yav yoc,"El perro cazador rastrea la huella de los animales. Li jpaxyarol tslile ta sttunbe yav yoc li chonetique. Ch'en ta xich'be yic' yacan, ta stlunbe yav yacan xt ta salbe yoc Zin ta stambe yictal yoc",Ch'en; Zin,Chenalhó; Zinacantán,,,"rastrear: lo rastrea vt ta sttunbe yav ta sttunbe yav yoc. El perro cazador rastrea la huella de los animales. Li jpaxyarol tslile ta sttunbe yav yoc li chonetique. Ch'en ta xich'be yic' yacan, ta stlunbe yav yacan xt ta salbe yoc Zin ta stambe yictal yoc"
2301,114,rastrillo,,m,sustantivo masculino,tsobob c!alep. Junta con el rastrillo las hojas secas para quemarlas. 'Tsobo ta tsobob c!alep li taqui yanal tele yulun ta jchicttic. Cham mesobil clalep Ch/en xulub taq!uin,,Cham,Chamula,,,rastrillo m tsobob c!alep. Junta con tsobob c!alep. Junta con el rastrillo las hojas secas para quemarlas. 'Tsobo ta tsobob c!alep li taqui yanal tele yulun ta jchicttic. Cham mesobil clalep Ch/en xulub taq!uin
2302,114,rastro,,m,sustantivo masculino,yav yoc,"Los perros siguieron el rastro del venado y lo pudimos cazar. Li ts!i'etique la stlunbeic batel li yav yoc li chije, ja! jech la jmilcutic. Ch!en yav yacan",Ch'en,Chenalhó,,,"rastro m yav yoc. Los perros yav yoc. Los perros siguieron el rastro del venado y lo pudimos cazar. Li ts!i'etique la stlunbeic batel li yav yoc li chije, ja! jech la jmilcutic. Ch!en yav yacan"
2303,114,rastrojo,,m,sustantivo masculino,c'ajben. Terminamos de cosechar la milpa; ya nada más queda el rastrojo. llaj xa jelajcutic li jchobcutique ja! xa no!ox icom li sclajbenale.,,,,,,rastrojo m c'ajben. Terminamos de c'ajben. Terminamos de cosechar la milpa; ya nada más queda el rastrojo. llaj xa jelajcutic li jchobcutique ja! xa no!ox icom li sclajbenale.
2304,114,rasurar,lo rasura,vt,verbo transitivo,ta sjux isimil,Juan es peluquero; corta el pelo y rasura la barba. Li Juane ja' jloc!-jolil; ta sloc!' jolil schituc ta sjux isimil,,,,,rasurar: lo rasura vf ta sjux isimil. ta sjux isimil. Juan es peluquero; corta el pelo y rasura la barba. Li Juane ja' jloc!-jolil; ta sloc!' jolil schituc ta sjux isimil.
2305,114,rata,,f,sustantivo femenino,chlo Ixt chtoj,,Ixt,Ixtapa,,,rata f chlo Ixt chtoj chlo Ixt chtoj
2306,114,rato,,m,sustantivo masculino,"jliquel, jloc!. Hacía mucho calor y me senté a descansar un rato a la orilla del camino. Toj toyol totox ctactal, lichoti, lajcux jliquel ta ti'be. a ratos ta juloc!, ta juliquel, ta jujuliquel","No me he aliviado bien, a ratos me viene la tos. Mu bu to meltsajemun lec, ta ju'octtic to ta xliculan li obale",,,,,"rato m jliquel, jloc!. Hacía mucho jliquel, jloc!. Hacía mucho calor y me senté a descansar un rato a la orilla del camino. Toj toyol totox ctactal, lichoti, lajcux jliquel ta ti'be. a ratos ta juloc!, ta juliquel, ta jujuliquel. No me he aliviado bien, a ratos me viene la tos. Mu bu to meltsajemun lec, ta ju'octtic to ta xliculan li obale."
2307,114,ratón,,m,sustantivo masculino,ch'o,"El ratón hizo un hoyo debajo de la pared y allí tiene su nido. Li ch!oe isjom yibel c!alna, tey oy stas Ixr chtoj",Ixt,Ixtapa,,,"ratón m ch'o. El ratón hizo un hoyo ch'o. El ratón hizo un hoyo debajo de la pared y allí tiene su nido. Li ch!oe isjom yibel c!alna, tey oy stas Ixr chtoj"
2308,114,rayar,lo raya,vt,verbo transitivo,ta ststiba,,,,,,rayar: lo raya vt ta ststiba ta ststiba
2309,114,rayo,,m,sustantivo masculino,"chauc, angel. Durante el aguacero cayó un rayo en una casa y se incendió. Ctalal iyac! chauquil joe iloc! angel ta jplej na, la schic! li nae. Ixt jtotic chauc rayo del sol xojobal ctac!al, xojobal jtotic clactal",Con los rayos del sol la ropa se seca pronto. Li ta xojobal clacale ta xtaquij o ta ora li clutile,Ixt,Ixtapa,,,"rayo m chauc, angel. Durante el chauc, angel. Durante el aguacero cayó un rayo en una casa y se incendió. Ctalal iyac! chauquil joe iloc! angel ta jplej na, la schic! li nae. Ixt jtotic chauc rayo del sol xojobal ctac!al, xojobal jtotic clactal. Con los rayos del sol la ropa se seca pronto. Li ta xojobal clacale ta xtaquij o ta ora li clutile."
2310,114,reata,,f,sustantivo femenino,"tsacob vacax, chlojon. Trae la reata para que lacemos la vaca que vamos a matar. Ich'o talel li tsacobil vacaxe yu'un ta jxocatic li vacax ta jmiltique.",,,,,,"reata f tsacob vacax, chlojon. Trae tsacob vacax, chlojon. Trae la reata para que lacemos la vaca que vamos a matar. Ich'o talel li tsacobil vacaxe yu'un ta jxocatic li vacax ta jmiltique."
2311,114,rebajar,lo rebaja,vt,verbo transitivo,"1. ta syalesbe stojol (el precio). Rebajó el precio de las cubetas para poder venderlas. Isyalesbe stojol li cubetaetique yo! acto xchlam. 2. ta syaxaubtas. Rebaja el café con agua, pues está muy cargado. Yaxaubtaso ta jo! li cajvele yu'un toj ot ta scajvelal. Jxt ta syaxoibtas",,,,,el precio,"rebajar: lo rebaja ví 1. ta syalesbe 1. ta syalesbe stojol (el precio). Rebajó el precio de las cubetas para poder venderlas. Isyalesbe stojol li cubetaetique yo! acto xchlam. 2. ta syaxaubtas. Rebaja el café con agua, pues está muy cargado. Yaxaubtaso ta jo! li cajvele yu'un toj ot ta scajvelal. Jxt ta syaxoibtas"
2312,114,rebanar,lo rebana,vr,verbo reflexivo,"ta sbojilan, ta sil. Rebana la sandía y ve a vender a diez centavos la rebanada. Bojilano li xantiae, ba chono ta lajlajuneb centavo jujusil.",,,,,,"rebanar: lo rebana vr ta sbojilan, ta ta sbojilan, ta sil. Rebana la sandía y ve a vender a diez centavos la rebanada. Bojilano li xantiae, ba chono ta lajlajuneb centavo jujusil."
2313,114,rebasar,lo rebasa,vt,verbo transitivo,"ta xjelav. Como él no llevaba carga nos rebasó y llegó primero que nosotros al pueblo. Li stuque muc bu yich!oj batel yicats ja! yu'un ijelav batel, ja! bati ictot culuncutic li ta jteclume. Chien ta xjelov",,,,,,"rebasar: lo rebasa ví ta xjelav. ta xjelav. Como él no llevaba carga nos rebasó y llegó primero que nosotros al pueblo. Li stuque muc bu yich!oj batel yicats ja! yu'un ijelav batel, ja! bati ictot culuncutic li ta jteclume. Chien ta xjelov"
2314,114,rebozo,,m,sustantivo masculino,"mochenil Cham, Ch/en mochibal Zin revosil, mochebal",,Cham; Zin,Chamula; Zinacantán,,,"rebozo m mochenil Cham, Ch/en mochenil Cham, Ch/en mochibal Zin revosil, mochebal"
2315,114,recado,,m,sustantivo masculino,"jlic jun, ts'ib",Mi tío me mandó un recado con el peón para que fuera el domingo a su rancho. Li juntote la stacbun talel jlic jun schituc li yajpas-abtele ti acto xibat ta srancho ta romincoe,,,,,"recado m jlic jun, ts'ib. Mi tío me jlic jun, ts'ib. Mi tío me mandó un recado con el peón para que fuera el domingo a su rancho. Li juntote la stacbun talel jlic jun schituc li yajpas-abtele ti acto xibat ta srancho ta romincoe."
2316,114,recaudar,lo recauda,vt,verbo transitivo,"ta sclan taqluin, ta stsob taqluin",El tesorero recauda la renta que pagamos cada año por la tierra. Li jtsob-taq!uine ta sclan li loctobil osil ta jujun jabile,,,,,"recaudar: lo recauda ví ta sclan ta sclan taqluin, ta stsob taqluin. El tesorero recauda la renta que pagamos cada año por la tierra. Li jtsob-taq!uine ta sclan li loctobil osil ta jujun jabile."
2317,114,recibir,lo recibe,vr,verbo reflexivo,"ta xich!, ta schlam, ta stsac. Ayer recibimos unas bancas que mandó el presidente para la escuela. Volje laj quich'cutic chotlebaletic li la stac talel li preserente sventa li chanob-june.",,,,,,"recibir: lo recibe vr ta xich!, ta ta xich!, ta schlam, ta stsac. Ayer recibimos unas bancas que mandó el presidente para la escuela. Volje laj quich'cutic chotlebaletic li la stac talel li preserente sventa li chanob-june."
2318,115,recién,,adv,adverbio,ach! to,,,,,,recién adv ach! to ach! to
2319,115,recio,,adj,adjetivo,tsatsal,"La madera de este árbol es recia y dura mucho. Li stelel li te! lili ja! lec tsatsal te!, jal xcuch yulun",,,,,"recio adj tsatsal. La madera de este tsatsal. La madera de este árbol es recia y dura mucho. Li stelel li te! lili ja! lec tsatsal te!, jal xcuch yulun."
2320,115,recio,,adv,adverbio,"tsots. Anoche llovió muy recio y creció el río. Samel toj tsots iyac! jo!, inoj li uctume.",,,,,,"recio adv tsots. Anoche llovió muy tsots. Anoche llovió muy recio y creció el río. Samel toj tsots iyac! jo!, inoj li uctume."
2321,115,reclinarse,se reclina,vr,verbo reflexivo,ta xquiqui,El anciano se reclina en la pared porque tiene mucho sueño. Li mole ta xquiqui ta c!alna yutun chac vayuc tajmec,,,,,reclinarse: se reclina vr ta xquiqui. ta xquiqui. El anciano se reclina en la pared porque tiene mucho sueño. Li mole ta xquiqui ta c!alna yutun chac vayuc tajmec.
2322,115,recoger,lo recoge,vr,verbo reflexivo,"ta stam, ta stsob. Recoge el maíz que se cayó en el suelo. Tamo li ixim li itanij ta balumile.",,,,,,"recoger: lo recoge vr ta stam, ta ta stam, ta stsob. Recoge el maíz que se cayó en el suelo. Tamo li ixim li itanij ta balumile."
2323,115,reconciliar,lo reconcilia,vr,verbo reflexivo,ta slajesbe yo'on,El juez reconcilió a los enemigos; ya no se pelearán más. Li jmeltsanej-ctope la slajesbe yo!on li viniquetic li scontrainoj to'ox sbaique; tana mu xa bu ta xchalsalic ctop,,,,,reconciliar: lo reconcilia vr ta slajesbe ta slajesbe yo'on. El juez reconcilió a los enemigos; ya no se pelearán más. Li jmeltsanej-ctope la slajesbe yo!on li viniquetic li scontrainoj to'ox sbaique; tana mu xa bu ta xchalsalic ctop.
2324,115,reconocer,lo reconoce,vt,verbo transitivo,ta xojtaquin,"Me encontré a Juan en México; pero como hacía tanto que no lo veía, al principio no lo reconocí. ljta jbacutic schiluc Juan ta México; oy xa sjabilal muc xa bu xquil jbacutic, ja! yutun muc xcojtaquin ta ora. Ch'en ta xojtiquin",Ch'en,Chenalhó,,,"reconocer: lo reconoce ví ta ta xojtaquin. Me encontré a Juan en México; pero como hacía tanto que no lo veía, al principio no lo reconocí. ljta jbacutic schiluc Juan ta México; oy xa sjabilal muc xa bu xquil jbacutic, ja! yutun muc xcojtaquin ta ora. Ch'en ta xojtiquin"
2325,115,recordar,lo recuerda,vt,verbo transitivo,"ta sjules ta sjol, ta sna!",No recuerdo cuanto me costó el martillo; pues hace mucho que lo compré. Mu xa jna! ctuxi jtojoj li majob-lauxe yutun volone xa jmanoj. recorrer: lo recorre v£ ta xan. Recorrimos el camino en siete horas nada más. Ta jucub ora no'ox la jxancutic li bee,,,,,"recordar: lo recuerda vt ta sjules ta ta sjules ta sjol, ta sna!. No recuerdo cuanto me costó el martillo; pues hace mucho que lo compré. Mu xa jna! ctuxi jtojoj li majob-lauxe yutun volone xa jmanoj. recorrer: lo recorre v£ ta xan. Recorrimos el camino en siete horas nada más. Ta jucub ora no'ox la jxancutic li bee."
2326,115,rectificar,lo rectifica,vr,verbo reflexivo,ta stuq!uibtas refregar,,,,,,rectificar: lo rectifica vr ta stuq!uibtas ta stuq!uibtas refregar
2327,115,recto,,adj,adjetivo,tuc!. Es mejor que busques palos rectos para los horcones. Mas lec chasa! mas tugluic te! sventa li oyetique.,,,,,,recto adj tuc!. Es mejor que busques tuc!. Es mejor que busques palos rectos para los horcones. Mas lec chasa! mas tugluic te! sventa li oyetique.
2328,115,recuerdo,,m,sustantivo masculino,"smoton, matanal, sna'obil",Este rifle es un recuerdo de mi abuelito; lo usó en la Revolución. Li tuet li'i ja! sna'obil jmoltot; itun yulun ta clop ta volone,,,,,"recuerdo m smoton, matanal, sna'obil. smoton, matanal, sna'obil. Este rifle es un recuerdo de mi abuelito; lo usó en la Revolución. Li tuet li'i ja! sna'obil jmoltot; itun yulun ta clop ta volone."
2329,115,recuperarse,se recupera,vr,verbo reflexivo,"ta xmeltsaj, ta xcol",El enfermo ya se está recuperando. Yulun xa ta xmeltsaj li jchamele,,,,,"recuperarse: se recupera vr ta ta xmeltsaj, ta xcol. El enfermo ya se está recuperando. Yulun xa ta xmeltsaj li jchamele."
2330,115,rechazar,lo rechaza,vt,verbo transitivo,"ta spaj, mo! xich!. Rechazó la ayuda de su papá, pues quiere demostrar que él puede trabajar solo","La sp'aj ti ta to!ox xcoltaat yu'un li stote, yu'un ta sclan ta xac! ta ilel ti sna! x'abtej stuque",,,,,"rechazar: lo rechaza ví ta spaj, mo! ta spaj, mo! xich!. Rechazó la ayuda de su papá, pues quiere demostrar que él puede trabajar solo. La sp'aj ti ta to!ox xcoltaat yu'un li stote, yu'un ta sclan ta xac! ta ilel ti sna! x'abtej stuque."
2331,115,rechinar,lo rechina,vt,verbo transitivo,"xc!uxuxet ye, ta scluxuxin ye","A los niños que les rechinan los dientes cuando duermen, tal vez tienen lombrices. Li unetique, li buch'u xc'uxuxet stanal yeic ctaluc chvayique yulun nan oy slucumic. Cham, Chlen ta sclux ye Ixt xjepleptet",Cham; Ixt,Chamula; Ixtapa,,,"rechinar: lo rechina ví xc!uxuxet ye, xc!uxuxet ye, ta scluxuxin ye. A los niños que les rechinan los dientes cuando duermen, tal vez tienen lombrices. Li unetique, li buch'u xc'uxuxet stanal yeic ctaluc chvayique yulun nan oy slucumic. Cham, Chlen ta sclux ye Ixt xjepleptet"
2332,115,red,,f,sustantivo femenino,nutil. Está tejiendo una red para pescar. Yacal ta sjal jlic nuti! sventa tsacob-choy.,,,,,,red f nutil. Está tejiendo una red nutil. Está tejiendo una red para pescar. Yacal ta sjal jlic nuti! sventa tsacob-choy.
2333,115,rededor,,m,sustantivo masculino,"sjoyobal, sjoylej, pat xocon",Al rededor de la casa sembré flores. Ta sjoyobal li nae la jtstun nichimetic. Ch'en joyob,Ch'en,Chenalhó,,,"rededor m sjoyobal, sjoylej, pat sjoyobal, sjoylej, pat xocon. Al rededor de la casa sembré flores. Ta sjoyobal li nae la jtstun nichimetic. Ch'en joyob"
2334,115,redondo,,adj,adjetivo,"pispis, volvol","La pelota que compré ayer es redonda y de color amarilla. Li pelota li la jman volje, pispis; clon sbon noxtoc",,,,,"redondo adj pispis, volvol. La pelota pispis, volvol. La pelota que compré ayer es redonda y de color amarilla. Li pelota li la jman volje, pispis; clon sbon noxtoc."
2335,115,reducido,,adj,adjetivo,chucul,,,,,,reducido adj chucul chucul
2336,115,reflejarse,se refleja,vr,verbo reflexivo,ta xojobian,La luna se refleja en las láminas ta xojobinan Ch/en ta xojoban,,,,,reflejarse: se refleja vr ta xojobian. ta xojobian. La luna se refleja en las láminas ta xojobinan Ch/en ta xojoban
2337,115,refregar,lo refriega,vr,verbo reflexivo,ta sjutilan,La mujer refriega la ropa en una piedra para que quede limpia. Li antse ta sjuilan ta ba ton li ctutile acto lec sac ta xcom O. refrescar Lec la sicubtas li jbecttalcutic li ta atimol ta uctume,,,,,refregar: lo refriega vr ta sjutilan. ta sjutilan. La mujer refriega la ropa en una piedra para que quede limpia. Li antse ta sjuilan ta ba ton li ctutile acto lec sac ta xcom O. refrescar Lec la sicubtas li jbecttalcutic li ta atimol ta uctume.
2338,116,regadera,,f,sustantivo femenino,yatlesobil Cham chichinab Ch!en yatlesubil Ixt chichinab-jo!' Zin chichinob-vo!,,Cham; Ch'en; Ixt; Zin,Chamula; Chenalhó; Ixtapa; Zinacantán,,,regadera f yatlesobil Cham chichinab yatlesobil Cham chichinab Ch!en yatlesubil Ixt chichinab-jo!' Zin chichinob-vo!
2339,116,regalar,lo regala,vr,verbo reflexivo,ta sqluelan,Esta camisa me la regaló mi tío. Li ctulil li'i la sqluelanbun li juntote,,,,,regalar: lo regala vr ta sqluelan. ta sqluelan. Esta camisa me la regaló mi tío. Li ctulil li'i la sqluelanbun li juntote.
2340,116,regalo,,m,sustantivo masculino,"matanal, smoton regañar: lo regaña v£ ta xut","La a su hija porque no cuidó bien al hermanito que se cayó. Li antse laj yut li stseube yu'un mo! schabi lec li schitile, yutun ijach'",,,,,"regalo m matanal, smoton matanal, smoton regañar: lo regaña v£ ta xut. La a su hija porque no cuidó bien al hermanito que se cayó. Li antse laj yut li stseube yu'un mo! schabi lec li schitile, yutun ijach'."
